Textos_espanol,sdg,palabras
"Este artículo examina la manera en que el auge del populismo afecta el uso del derecho internacional por parte de los tribunales nacionales. Argumenta que el populismo puede tener un efecto negativo en la voluntad de los tribunales nacionales de referirse al derecho internacional. Argumenta además que si bien tal respuesta es comprensible, es lamentable, ya que la incorporación del derecho internacional en los fallos de los tribunales nacionales puede servir como una medida contra el populismo. Mantener el derecho internacional como parte del discurso legal nacional es particularmente importante en un entorno populista, por dos razones. Primero, donde el constitucionalismo es superado por los populistas, el derecho internacional puede servir como una fuente importante a la que los tribunales pueden recurrir para proteger los derechos humanos. Además, la remisión, el análisis y la aplicación del derecho internacional son medios para mantener el pluralismo en el debate jurídico y público y, en consecuencia, fortalecer la democracia.",16,articul examin maner aug popul afect uso derech internacional part tribunal nacional argument popul pued ten efect negat volunt tribunal nacional refer derech internacional argument adem si bien tal respuest comprens lament incorpor derech internacional fall tribunal nacional pued serv med popul manten derech internacional part discurs legal nacional particular import entorn popul dos razon primer constitucional super popul derech internacional pued serv fuent import tribunal pued recurr proteg derech human adem remision analisis aplic derech internacional medi manten plural debat jurid public consecuent fortalec democraci articulo examina manera auge populismo afecta uso derecho internacional parte tribunales nacionales argumenta populismo puede tener efecto negativo voluntad tribunales nacionales referirse derecho internacional argumenta ademas si bien tal respuesta comprensible lamentable incorporacion derecho internacional fallos tribunales nacionales puede servir medida populismo mantener derecho internacional parte discurso legal nacional particularmente importante entorno populista do razones primero constitucionalismo superado populistas derecho internacional puede servir fuente importante tribunales pueden recurrir proteger derechos humanos ademas remision analisis aplicacion derecho internacional medios mantener pluralismo debate juridico publico consecuencia fortalecer democracia
"La mayoría de los estudios sobre la toma de decisiones de la Corte Suprema asumen que las preferencias ideológicas de los jueces exhiben un impacto uniforme en sus elecciones en una variedad de situaciones. Desarrollo un marco teórico que postula la importancia del contexto a nivel de caso en la configuración de la magnitud de la votación ideológica en la Corte. Planteo la hipótesis de cómo los factores relacionados con el problema influyen en esta magnitud. Pruebo las hipótesis utilizando un marco de modelado multinivel con datos de los períodos 1953-2004. Los resultados respaldan varias de las hipótesis, prominencia del tema, atención del tema, autoridad para la decisión (interpretación legal versus constitucionalidad de las leyes federales o estatales), conflicto entre tribunales, presencia de un tribunal inferior disidente y jurisdicción obligatoria versus discrecional, todas influir significativamente en la votación ideológica. En general, el artículo agrega calificaciones significativas a las teorías existentes sobre la toma de decisiones judiciales al mostrar cómo la votación ideológica en la Corte está determinada por las diversas situaciones que con...",16,mayori estudi tom decision cort suprem asum preferent ideolog juec exhib impact uniform eleccion varied situacion desarroll marc teoric postul import context nivel cas configur magnitud votacion ideolog cort plante hipotesis factor relacion problem influ magnitud prueb hipotesis utiliz marc model multinivel dat period 19532004 result respald vari hipotesis prominent tem atencion tem autor decision interpret legal versus constitucional ley federal estatal conflict tribunal presenci tribunal inferior disident jurisdiccion obligatori versus discrecional tod influ signific votacion ideolog general articul agreg calif signific teori existent tom decision judicial mostr votacion ideolog cort determin divers situacion mayoria estudios toma decisiones corte suprema asumen preferencias ideologicas jueces exhiben impacto uniforme elecciones variedad situaciones desarrollo marco teorico postula importancia contexto nivel caso configuracion magnitud votacion ideologica corte planteo hipotesis factor relacionados problema influyen magnitud pruebo hipotesis utilizando marco modelado multinivel datos periodos 19532004 resultados respaldan varias hipotesis prominencia tema atencion tema autoridad decision interpretacion legal versus constitucionalidad leyes federales estatales conflicto tribunales presencia tribunal inferior disidente jurisdiccion obligatoria versus discrecional todas influir significativamente votacion ideologica general articulo agrega calificaciones significativas teorias existentes toma decisiones judiciales mostrar votacion ideologica corte determinada diversas situaciones
"1. Los Derechos de Acceso a la Justicia bajo el Derecho Internacional Consuetudinario 2. El Derecho Individual de Acceso a la Justicia en Tiempos de Crisis: Emergencias, Conflicto Armado y Terrorismo 3. Acceso a la Justicia y Reparación por Violaciones al Derecho de la Guerra 4. Acceso a la Justicia ante Organismos Internacionales de Derechos Humanos: Reflexiones sobre la Práctica del Comité de Derechos Humanos de la ONU y el Tribunal Europeo de Derechos Humanos 5. Acceso a la Justicia Ambiental 6. Acceso a la Justicia en el Derecho Comparado Europeo 7. Acceso a la Justicia para las Víctimas de la Tortura",16,one derech acces justici baj derech internacional consuetudinari two derech individual acces justici tiemp crisis emergent conflict armad terror thre acces justici repar violacion derech guerr four acces justici organ internacional derech human reflexion practic comit derech human onu tribunal europe derech human fiv acces justici ambiental six acces justici derech compar europe sev acces justici victim tortur one derechos acceso justicia bajo derecho internacional consuetudinario two derecho individual acceso justicia tiempos crisis emergencias conflicto armado terrorismo three acceso justicia reparacion violaciones derecho guerra four acceso justicia organismos internacionales derechos humanos reflexiones practica comite derechos humanos onu tribunal europeo derechos humanos five acceso justicia ambiental six acceso justicia derecho comparado europeo seven acceso justicia victimas tortura
"Las cuestiones de la inmunidad estatal y diplomática en los casos en que están involucradas personas empleadas por Estados extranjeros en embajadas o consulados o contratadas directamente por diplomáticos siguen siendo controvertidas. El enfoque de este artículo está en los desarrollos recientes en la ley europea, en particular bajo la Convención Europea de Derechos Humanos, el Reglamento Bruselas I y la Carta de la Unión Europea, cuyo efecto ha sido mejorar los derechos de los empleados de Estados extranjeros. . También se analiza la Convención de las Naciones Unidas sobre Inmunidades Jurisdiccionales de los Estados y sus Bienes y la práctica interna actual de los Estados con el fin de identificar el estándar de derecho internacional actual sobre inmunidad de los Estados y empleo de embajadas y consulados. Sin embargo, los empleados de los diplomáticos siguen estando inadecuadamente protegidos y este artículo considera posibles estrategias para mejorar su posición.",16,cuestion inmun estatal diplomat cas estan involucr person emple extranjer embaj consul contrat direct diplomat sig siend controvert enfoqu articul desarroll recient ley europe particul baj convencion europe derech human reglament brusel i cart union europe cuy efect sid mejor derech emple extranjer tambi analiz convencion nacion unid inmun jurisdiccional bien practic intern actual fin identific estand derech internacional actual inmun emple embaj consul embarg emple diplomat sig inadecu proteg articul consider posibl estrategi mejor posicion cuestiones inmunidad estatal diplomatica casos estan involucradas personas empleadas extranjeros embajadas consulados contratadas directamente diplomaticos siguen siendo controvertidas enfoque articulo desarrollos recientes ley europea particular bajo convencion europea derechos humanos reglamento bruselas i carta union europea cuyo efecto sido mejorar derechos empleados extranjeros tambien analiza convencion naciones unidas inmunidades jurisdiccionales bienes practica interna actual fin identificar estandar derecho internacional actual inmunidad empleo embajadas consulados embargo empleados diplomaticos siguen inadecuadamente protegidos articulo considera posibles estrategias mejorar posicion
"La influencia de una declaración de derechos generalmente se mide por la medida en que brinda recursos legales. Este artículo argumenta que la influencia de la Carta de Derechos Humanos y Responsabilidades de Victoria sobre la elaboración de políticas públicas en Victoria se puede evaluar de manera más integral mediante la aplicación de una lente sociojurídica. Un análisis socio-legal, centrado en la aplicación de la Carta a nivel de implementación de políticas, atribuye un papel igualmente influyente al diseño dialógico de la Carta y su papel como facilitador de la defensa comunitaria. El artículo discutirá cómo estos elementos funcionales y de diseño de la Carta nos ayudan a comprender el potencial de la Carta para promover el cambio social, como lo ilustran varios casos de incidencia comunitaria.",16,influenci declar derech general mid med brind recurs legal articul argument influenci cart derech human respons victori elabor polit public victori pued evalu maner mas integral mediant aplic lent sociojurid analisis sociolegal centr aplic cart nivel implement polit atribu papel igual influyent disen dialog cart papel facilit defens comunitari articul discutir element funcional disen cart ayud comprend potencial cart promov cambi social ilustr vari cas incident comunitari influencia declaracion derechos generalmente mide medida brinda recursos legales articulo argumenta influencia carta derechos humanos responsabilidades victoria elaboracion politicas publicas victoria puede evaluar manera mas integral mediante aplicacion lente sociojuridica analisis sociolegal centrado aplicacion carta nivel implementacion politicas atribuye papel igualmente influyente diseno dialogico carta papel facilitador defensa comunitaria articulo discutira elementos funcionales diseno carta ayudan comprender potencial carta promover cambio social ilustran varios casos incidencia comunitaria
"Este artículo explora una afirmación controvertida del Fiscal General de la Commonwealth de que la legislación antiterrorista se justifica por referencia a las obligaciones de los gobiernos de garantizar la seguridad humana de sus ciudadanos, que, a su vez, se sugiere que se deriva del artículo 3 de la Declaración Universal. de Derechos Humanos (UDHR).I Como sugiere el título, el artículo se centra y analiza las opiniones del Fiscal General (el australiano) y dos canadienses influyentes en el campo de la seguridad humana, como las afirmaciones particulares del Fiscal General con respecto a la seguridad humana y los derechos humanos se han articulado y promovido citando los escritos de estos dos canadienses, Irwin Cotler y Louise Arbour.",16,articul explor afirm controvert fiscal general commonwealth legisl antiterror justif referent oblig gobi garantiz segur human ciudadan vez sugier deriv articul thre declar universal derech human udhr i sugier titul articul centr analiz opinion fiscal general australian dos canadiens influyent camp segur human afirm particular fiscal general respect segur human derech human articul promov cit escrit dos canadiens irwin cotl louis arbour articulo explora afirmacion controvertida fiscal general commonwealth legislacion antiterrorista justifica referencia obligaciones gobiernos garantizar seguridad humana ciudadanos vez sugiere deriva articulo three declaracion universal derechos humanos udhr i sugiere titulo articulo centra analiza opiniones fiscal general australiano do canadienses influyentes campo seguridad humana afirmaciones particulares fiscal general respecto seguridad humana derechos humanos articulado promovido citando escritos do canadienses irwin cotler louise arbour
"El estado de derecho se ha convertido en un ideal mundial. Cuenta con el apoyo de personas, gobiernos y organizaciones de todo el mundo. Se cree ampliamente que es la piedra angular de los sistemas políticos y legales nacionales. También se considera cada vez más como un principio fundamental de las relaciones internacionales y el derecho internacional. En el documento final de la Cumbre Mundial 2005, los jefes de estado y de gobierno del mundo acordaron reconocer “la necesidad de la adhesión universal y la implementación del estado de derecho tanto a nivel nacional como internacional”. Un año después , la Asamblea General de las Naciones Unidas adoptó una resolución sobre “el estado de derecho a nivel nacional e internacional”. Pocos ideales, si es que alguno, han logrado una aceptación y una aplicación tan amplias.",16,derech convert ideal mundial cuent apoy person gobi organiz mund cre ampli piedr angul sistem polit legal nacional tambi consider cad vez mas principi fundamental relacion internacional derech internacional document final cumbr mundial two thousand and fiv jef gobiern mund acord reconoc neces adhesion universal implement derech nivel nacional internacional ano despu asamble general nacion unid adopt resolucion derech nivel nacional internacional poc ideal si algun logr acept aplic tan ampli derecho convertido ideal mundial cuenta apoyo personas gobiernos organizaciones mundo cree ampliamente piedra angular sistemas politicos legales nacionales tambien considera cada vez mas principio fundamental relaciones internacionales derecho internacional documento final cumbre mundial two thousand and five jefes gobierno mundo acordaron reconocer necesidad adhesion universal implementacion derecho nivel nacional internacional ano despues asamblea general naciones unidas adopto resolucion derecho nivel nacional internacional pocos ideales si alguno logrado aceptacion aplicacion tan amplias
"Interactúan entre sí y con sus clientes a través de la red eléctrica, así como con el entorno natural, económico y social más amplio. Esto significa que la producción de electricidad genera costos más allá del perímetro de la planta individual. Dichos efectos externos o efectos del sistema pueden tomar la forma de intermitencia, congestión de la red o mayor inestabilidad, pero también pueden afectar la calidad del medio natural o generar riesgos en términos de seguridad de suministro.",7,interactu si client trav red electr asi entorn natural econom social mas ampli signif produccion electr gener cost mas alla perimetr plant individual dich efect extern efect sistem pued tom form intermitent congestion red mayor inest tambi pued afect calid medi natural gener riesg termin segur suministr interactuan si clientes traves red electrica asi entorno natural economico social mas amplio significa produccion electricidad genera costos mas alla perimetro planta individual dichos efectos externos efectos sistema pueden tomar forma intermitencia congestion red mayor inestabilidad tambien pueden afectar calidad medio natural generar riesgos terminos seguridad suministro
"En White World Order, Black Power Politics: The Birth of American International Relations, Robert Vitalis presenta una historia disciplinaria crítica del campo de las relaciones internacionales y la disciplina de la ciencia política en general. Vitalis argumenta que las interconexiones entre el imperialismo y el racismo fueron ""constitutivas"" de los estudios sobre relaciones internacionales en los EE. UU. desde principios del siglo XX, y que las perspectivas de una generación de académicos afroamericanos que incluía a W. E. B. Dubois, Alain Locke , y Ralph Bunche fueron igualmente constitutivos de esta erudición, en virtud de la forma en que la disciplina emergente buscó marginar a estos académicos. Al desarrollar este argumento, Vitalis plantea interrogantes sobre la construcción del conocimiento y los fundamentos raciales del desarrollo político estadounidense. Estos temas se encuentran en el corazón de la ciencia política de los EE. UU., por lo que hemos invitado a una variedad de politólogos a comentar sobre el libro y sus implicaciones para nuestra disciplina.",16,whit world order black pow politics the birth of americ international relations robert vitalis present histori disciplinari critic camp relacion internacional disciplin cienci polit general vitalis argument interconexion imperial racism constitut estudi relacion internacional ee uu principi sigl xx perspect gener academ afroamerican inclui w b dubois alain lock ralph bunch igual constitut erudicion virtud form disciplin emergent busc margin academ desarroll argument vitalis plante interrog construccion conoc fundament racial desarroll polit estadounidens tem encuentr corazon cienci polit ee uu invit varied politolog coment libr implic disciplin white world order black power politics the birth of american international relations robert vitalis presenta historia disciplinaria critica campo relaciones internacionales disciplina ciencia politica general vitalis argumenta interconexiones imperialismo racismo constitutivas estudios relaciones internacionales ee uu principios siglo xx perspectivas generacion academicos afroamericanos incluia w b dubois alain locke ralph bunche igualmente constitutivos erudicion virtud forma disciplina emergente busco marginar academicos desarrollar argumento vitalis plantea interrogantes construccion conocimiento fundamentos raciales desarrollo politico estadounidense temas encuentran corazon ciencia politica ee uu invitado variedad politologos comentar libro implicaciones disciplina
"El estatus y el carácter de la erudición constitucional depende de la naturaleza de la ley constitucional. En los Estados Unidos, el contenido de la ley constitucional normalmente se negocia dentro de un diálogo entre la Corte Suprema y el pueblo estadounidense. En consecuencia, la erudición constitucional busca mediar en este diálogo aclarando las implicaciones sistemáticas y jurisprudenciales de los posibles desarrollos constitucionales. En Europa, el derecho constitucional es más independiente del diálogo político, por lo que la erudición constitucional es relativamente más autónoma. Mientras que los académicos constitucionales europeos imaginan su proyecto como el desarrollo de una estructura de normas constitucionales apolítica e internamente coherente, los académicos constitucionales estadounidenses tienden a desarrollar la teoría en el contexto de sus implicaciones prácticas para la adjudicación caso por caso.",16,estatus caract erudicion constitucional depend naturalez ley constitucional unid conten ley constitucional normal negoci dentr dialog cort suprem puebl estadounidens consecuent erudicion constitucional busc medi dialog aclar implic sistemat jurisprudencial posibl desarroll constitucional europ derech constitucional mas independient dialog polit erudicion constitucional relat mas autonom mientr academ constitucional europe imagin proyect desarroll estructur norm constitucional apolit intern coherent academ constitucional estadounidens tiend desarroll teori context implic practic adjud cas cas estatus caracter erudicion constitucional depende naturaleza ley constitucional unidos contenido ley constitucional normalmente negocia dentro dialogo corte suprema pueblo estadounidense consecuencia erudicion constitucional busca mediar dialogo aclarando implicaciones sistematicas jurisprudenciales posibles desarrollos constitucionales europa derecho constitucional mas independiente dialogo politico erudicion constitucional relativamente mas autonoma mientras academicos constitucionales europeos imaginan proyecto desarrollo estructura normas constitucionales apolitica internamente coherente academicos constitucionales estadounidenses tienden desarrollar teoria contexto implicaciones practicas adjudicacion caso caso
"Varios analistas han identificado el Tratado de la Zona Libre de Armas Nucleares del Pacífico Sur (SPNFZ) de 1986 como uno de los principales logros de Australia en el área de la diplomacia de control de armas. Este artículo desafía la visión ortodoxa en la literatura secundaria de que la búsqueda de un Tratado SPNFZ por parte de Australia estuvo motivada exclusivamente por el deseo de proteger la dimensión nuclear de su relación de alianza con los Estados Unidos de propuestas más “radicales” en la región. Basándose en documentos inéditos que el Departamento de Relaciones Exteriores y Comercio puso a disposición del autor en virtud de la Ley de Libertad de Información del Commonwealth, este artículo argumenta que la búsqueda del gobierno de Hawke de una zona libre de armas nucleares en el Pacífico Sur estuvo motivada principalmente por lo que se percibió como una oportunidad para promover la imagen de Australia como una potencia media activista comprometida con reforzar la coherencia del régimen global de no proliferación.",16,vari anal identific trat zon libr armas nuclear pacif sur spnfz one thousand nine hundred and eightysix principal logr australi are diplomaci control armas articul desafi vision ortodox literatur secundari busqued trat spnfz part australi motiv exclus dese proteg dimension nucl relacion alianz unid propuest mas radical region bas document inedit departament relacion exterior comerci pus disposicion autor virtud ley libert inform commonwealth articul argument busqued gobiern hawk zon libr armas nuclear pacif sur motiv principal percibi oportun promov imag australi potenci medi activ compromet reforz coherent regim global prolifer varios analistas identificado tratado zona libre armas nucleares pacifico sur spnfz one thousand nine hundred and eightysix principales logros australia area diplomacia control armas articulo desafia vision ortodoxa literatura secundaria busqueda tratado spnfz parte australia motivada exclusivamente deseo proteger dimension nuclear relacion alianza unidos propuestas mas radicales region basandose documentos ineditos departamento relaciones exteriores comercio puso disposicion autor virtud ley libertad informacion commonwealth articulo argumenta busqueda gobierno hawke zona libre armas nucleares pacifico sur motivada principalmente percibio oportunidad promover imagen australia potencia media activista comprometida reforzar coherencia regimen global proliferacion
"Las opiniones judiciales ""minimalistas"" han caracterizado cada vez más la producción de la Corte Suprema, y ​​se ha desarrollado un cuerpo académico que defiende el minimalismo judicial como un medio saludable para restringir a los tribunales y mejorar su relación con los poderes políticos. Centrándome en los años iniciales de la Corte Roberts, cuestiono el valor democrático del minimalismo judicial. En la práctica, el minimalismo judicial muchas veces no representa mayor deferencia hacia los poderes políticos, y en algunos casos socava la transparencia que exigen los valores democráticos.",16,opinion judicial minimal caracteriz cad vez mas produccion cort suprem desarroll cuerp academ defiend minimal judicial medi salud restring tribunal mejor relacion poder polit centr anos inicial cort roberts cuestion valor democrat minimal judicial practic minimal judicial much vec represent mayor deferent haci poder polit cas socav transparent exig valor democrat opiniones judiciales minimalistas caracterizado cada vez mas produccion corte suprema desarrollado cuerpo academico defiende minimalismo judicial medio saludable restringir tribunales mejorar relacion poderes politicos centrandome anos iniciales corte roberts cuestiono valor democratico minimalismo judicial practica minimalismo judicial muchas veces representa mayor deferencia hacia poderes politicos casos socava transparencia exigen valores democraticos
"Los técnicos de turbinas eólicas identifican, inspeccionan, mantienen y reparan las turbinas eólicas para garantizar que exista un control de calidad adecuado. Su objetivo es mantener los costos de mantenimiento bajos y la calidad alta”. El 50 por ciento de los técnicos solares con ingresos medios reportaron ingresos anuales que oscilan entre $31 150 y $47 620. Según la Oficina de Estadísticas Laborales de EE. UU., el 10 por ciento peor pagado de los los técnicos solares ganaban $12,62 o menos por hora y $26 250 o menos por año, mientras que el 10 por ciento mejor pagado ganaba $27,88 o más por hora y reportaba ingresos anuales de $57 980 o más. (",7,tecnic turbin eolic identific inspeccion mantien rep turbin eolic garantiz exist control calid adecu objet manten cost manten baj calid alta fifty cient tecnic solar ingres medi report ingres anual oscil thirtyon one hundred and fifty fortysev six hundred and twenty segun oficin estadist laboral ee uu ten cient peor pag tecnic solar gan 1262 men hor twentysix two hundred and fifty men ano mientr ten cient mejor pag gan 2788 mas hor report ingres anual fiftysev nine hundred and eighty mas tecnicos turbinas eolicas identifican inspeccionan mantienen reparan turbinas eolicas garantizar exista control calidad adecuado objetivo mantener costos mantenimiento bajos calidad alta fifty ciento tecnicos solares ingresos medios reportaron ingresos anuales oscilan thirtyone one hundred and fifty fortyseven six hundred and twenty segun oficina estadisticas laborales ee uu ten ciento peor pagado tecnicos solares ganaban 1262 menos hora twentysix two hundred and fifty menos ano mientras ten ciento mejor pagado ganaba 2788 mas hora reportaba ingresos anuales fiftyseven nine hundred and eighty mas
"Este artículo contribuye a la literatura empírica sobre la economía política de la política tributaria mediante el uso de un conjunto de datos de panel sobre cambios en las tasas legales y nuevas adopciones de impuestos por parte de los gobiernos estatales durante el período de posguerra. Un hallazgo principal es que hay poca evidencia que respalde los modelos recientes de ciclos de política que enfatizan el uso de instrumentos de política fiscal a corto plazo (como una reducción de impuestos) a medida que se acerca una elección para mejorar las perspectivas de reelección. Sin embargo, el momento de los aumentos de impuestos está claramente relacionado con los ciclos electorales, y la mayor parte de los aumentos de tasas y las nuevas adopciones ocurren durante el primer año del mandato de un gobernador. También se examina la consecuencia política de las acciones de política tributaria estatal. Se presenta evidencia que muestra que los votantes tienden a culpar a los gobernadores más que a la legislatura por los aumentos de tasas en los impuestos de base amplia, especialmente por los aumentos promulgados en un año electoral.",16,articul contribu literatur empir economi polit polit tributari mediant uso conjunt dat panel cambi tas legal nuev adopcion impuest part gobi estatal period posguerr hallazg principal poc evident respald model recient cicl polit enfatiz uso instrument polit fiscal cort plaz reduccion impuest med acerc eleccion mejor perspect reeleccion embarg moment aument impuest clar relacion cicl electoral mayor part aument tas nuev adopcion ocurr prim ano mandat gobern tambi examin consecuent polit accion polit tributari estatal present evident muestr votant tiend culp gobern mas legislatur aument tas impuest bas ampli especial aument promulg ano electoral articulo contribuye literatura empirica economia politica politica tributaria mediante uso conjunto datos panel cambios tasas legales nuevas adopciones impuestos parte gobiernos estatales periodo posguerra hallazgo principal poca evidencia respalde modelos recientes ciclos politica enfatizan uso instrumentos politica fiscal corto plazo reduccion impuestos medida acerca eleccion mejorar perspectivas reeleccion embargo momento aumentos impuestos claramente relacionado ciclos electorales mayor parte aumentos tasas nuevas adopciones ocurren primer ano mandato gobernador tambien examina consecuencia politica acciones politica tributaria estatal presenta evidencia muestra votantes tienden culpar gobernadores mas legislatura aumentos tasas impuestos base amplia especialmente aumentos promulgados ano electoral
"Redirigir la innovación de tecnologías sucias a tecnologías limpias reduce el costo de las políticas ambientales y puede conducir a un mayor crecimiento económico a corto plazo, si los beneficios de mayores efectos indirectos superan estos costos. No obstante, este esfuerzo financiero debe mantenerse y acelerarse, si es que se mantiene el objetivo de una producción de electricidad con emisiones de GEI casi nulas. El compromiso asumido por los 22 países (y la UE) bajo la Misión Innovación, de duplicar su financiación pública para I+D+D en energía baja en carbono es, por lo tanto, crucial y es posible que deba fortalecerse aún más en el futuro.",7,redirig innov tecnologi suci tecnologi limpi reduc cost polit ambiental pued conduc mayor crecimient econom cort plaz si benefici mayor efect indirect super cost obstant esfuerz financier deb manten aceler si mantien objet produccion electr emision gei casi nul compromis asum twentytw pais ue baj mision innov duplic financi public idd energi baj carbon crucial posibl deb fortalec aun mas futur redirigir innovacion tecnologias sucias tecnologias limpias reduce costo politicas ambientales puede conducir mayor crecimiento economico corto plazo si beneficios mayores efectos indirectos superan costos obstante esfuerzo financiero debe mantenerse acelerarse si mantiene objetivo produccion electricidad emisiones gei casi nulas compromiso asumido twentytwo paises ue bajo mision innovacion duplicar financiacion publica idd energia baja carbono crucial posible deba fortalecerse aun mas futuro
"Las empresas privadas pueden fomentar la fabricación de electrodomésticos eficientes junto con las instrucciones y el servicio postventa necesarios para garantizar una aplicación adecuada y una operación a largo plazo. Esto es necesario para aumentar las economías de escala, lo que reducirá los precios y reducirá las inversiones en tecnologías ineficientes que tienen costos iniciales más bajos, pero costos a largo plazo más altos y mayores impactos ambientales. En este caso, normalmente se encuentra que el costo adicional asociado con el equipo de uso final altamente eficiente es rentable cuando se considera la aplicación de electricidad completa.",7,empres priv pued foment fabric electrodomest eficient junt instruccion servici postvent necesari garantiz aplic adecu oper larg plaz necesari aument economi escal reducir preci reducir inversion tecnologi ineficient cost inicial mas baj cost larg plaz mas altos mayor impact ambiental cas normal encuentr cost adicional asoci equip uso final alt eficient rentabl consider aplic electr complet empresas privadas pueden fomentar fabricacion electrodomesticos eficientes junto instrucciones servicio postventa necesarios garantizar aplicacion adecuada operacion largo plazo necesario aumentar economias escala reducira precios reducira inversiones tecnologias ineficientes costos iniciales mas bajos costos largo plazo mas altos mayores impactos ambientales caso normalmente encuentra costo adicional asociado equipo uso final altamente eficiente rentable considera aplicacion electricidad completa
"En septiembre de 2014, los Estados miembros de la Liga de los Estados Árabes aprobaron el Estatuto de la Corte Árabe de Derechos Humanos, finalizando un proceso de 20 años para establecer un mecanismo de protección de los derechos humanos que se asemeja a los mecanismos que operan en otras regiones. Este artículo examina la extinta Carta Árabe de Derechos Humanos de 1994, la Carta de Derechos Humanos revisada de 2004, así como el mandato y las actividades del Comité Árabe de Derechos Humanos. Luego explica la redacción del Estatuto de la Corte, analiza las características más destacadas de su Estatuto, que se concluyó independientemente de la Carta de 2004, y hace las comparaciones pertinentes con los mecanismos regionales europeos, interamericanos y africanos.",16,septiembr two thousand and fourt miembr lig arab aprob estatut cort arab derech human finaliz proces twenty anos establec mecan proteccion derech human asemej mecan oper region articul examin extint cart arab derech human one thousand nine hundred and ninetyfour cart derech human revis two thousand and four asi mandat activ comit arab derech human lueg explic redaccion estatut cort analiz caracterist mas destac estatut conclu independient cart two thousand and four hac compar pertinent mecan regional europe interamerican african septiembre two thousand and fourteen miembros liga arabes aprobaron estatuto corte arabe derechos humanos finalizando proceso twenty anos establecer mecanismo proteccion derechos humanos asemeja mecanismos operan regiones articulo examina extinta carta arabe derechos humanos one thousand nine hundred and ninetyfour carta derechos humanos revisada two thousand and four asi mandato actividades comite arabe derechos humanos luego explica redaccion estatuto corte analiza caracteristicas mas destacadas estatuto concluyo independientemente carta two thousand and four hace comparaciones pertinentes mecanismos regionales europeos interamericanos africanos
"El artículo argumenta que el impacto de los esfuerzos de aplicación de la ley contra la corrupción merece más atención académica. Basándose en un estudio de métodos mixtos de Malawi en el sur de África, donde una operación policial a gran escala ha estado investigando y procesando a los involucrados en un escándalo de corrupción de 2013 conocido como 'Cashgate', el artículo explora el potencial para disuadir la corrupción. desde la perspectiva de los funcionarios gubernamentales en el servicio civil de Malawi. Malawi ofrece un entorno desafiante para la disuasión debido a la capacidad estatal limitada, las agencias policiales débiles y la corrupción generalizada. No obstante, los hallazgos de la investigación muestran que los funcionarios del gobierno de Malawi perciben que los enjuiciamientos y las condenas disuaden la corrupción, tanto con respecto a la respuesta de las fuerzas del orden público a Cashgate específicamente como a los esfuerzos de aplicación de la ley en general. Los hallazgos de Malawi sugieren que la aplicación de la ley y la justicia penal tienen el potencial de hacer una contribución importante a las estrategias anticorrupción en África y el Sur Global en general.",16,articul argument impact esfuerz aplic ley corrupcion merec mas atencion academ bas estudi metod mixt malawi sur afric oper policial gran escal investig proces involucr escandal corrupcion two thousand and thirt conoc cashgat articul explor potencial disuad corrupcion perspect funcionari gubernamental servici civil malawi malawi ofrec entorn desafi disuasion deb capac estatal limit agenci policial debil corrupcion generaliz obstant hallazg investig muestr funcionari gobiern malawi percib enjuici conden disuad corrupcion respect respuest fuerz orden public cashgat especif esfuerz aplic ley general hallazg malawi sugier aplic ley justici penal potencial hac contribucion import estrategi anticorrupcion afric sur global general articulo argumenta impacto esfuerzos aplicacion ley corrupcion merece mas atencion academica basandose estudio metodos mixtos malawi sur africa operacion policial gran escala investigando procesando involucrados escandalo corrupcion two thousand and thirteen conocido cashgate articulo explora potencial disuadir corrupcion perspectiva funcionarios gubernamentales servicio civil malawi malawi ofrece entorno desafiante disuasion debido capacidad estatal limitada agencias policiales debiles corrupcion generalizada obstante hallazgos investigacion muestran funcionarios gobierno malawi perciben enjuiciamientos condenas disuaden corrupcion respecto respuesta fuerzas orden publico cashgate especificamente esfuerzos aplicacion ley general hallazgos malawi sugieren aplicacion ley justicia penal potencial hacer contribucion importante estrategias anticorrupcion africa sur global general
"Uno de los cargos más básicos que se le hacen al modelo consociacional es que, aunque puede proporcionar la gestión de conflictos, no logra el objetivo a largo plazo de la resolución de conflictos. Este artículo busca responder a esta acusación al ver el modelo consociacional a través de una lente democrática deliberativa. En particular, argumento que la democracia deliberativa proporciona estándares normativos que pueden informar el diseño de instituciones consociacionales de manera que animen a los líderes políticos a centrarse en los intereses de todos en la sociedad, en lugar de simplemente en los intereses de su propio grupo étnico. En la medida en que las instituciones consociacionales, concebidas deliberadamente, pueden tener este efecto, en principio no hay razón por la que no puedan proporcionar también la resolución de conflictos.",16,carg mas basic hac model consociacional aunqu pued proporcion gestion conflict logr objet larg plaz resolucion conflict articul busc respond acus ver model consociacional trav lent democrat deliber particul argument democraci deliber proporcion estandar normat pued inform disen institu consociacional maner anim lider polit centr interes socied lug simplement interes propi grup etnic med institu consociacional conceb deliber pued ten efect principi razon pued proporcion tambi resolucion conflict cargos mas basicos hacen modelo consociacional aunque puede proporcionar gestion conflictos logra objetivo largo plazo resolucion conflictos articulo busca responder acusacion ver modelo consociacional traves lente democratica deliberativa particular argumento democracia deliberativa proporciona estandares normativos pueden informar diseno instituciones consociacionales manera animen lideres politicos centrarse inter sociedad lugar simplemente inter propio grupo etnico medida instituciones consociacionales concebidas deliberadamente pueden tener efecto principio razon puedan proporcionar tambien resolucion conflictos
